Minute,Item_1,Item_2,Item_3,Item_4,Item_5,Item_6,Item_7,Item_8,Item_9,Item_10
631,17,17,0,26,20,1,11,5,26,13
632,24,30,4,13,16,1,7,6,18,12
633,38,25,10,26,20,7,15,9,25,12
634,37,20,3,19,23,3,11,9,19,10
635,33,17,1,25,17,1,5,8,21,8
636,24,18,4,32,23,10,11,14,17,9
637,32,19,7,12,18,4,7,16,23,11
638,31,13,0,34,19,4,9,10,20,12
639,26,27,1,12,20,1,12,2,17,9
640,25,20,0,14,21,2,8,18,20,9
641,35,26,0,17,20,2,10,8,26,12
642,29,26,4,17,21,4,15,12,24,7
643,35,15,9,26,21,8,8,1,23,9
644,25,22,17,16,21,1,4,20,14,9
645,33,26,0,8,20,1,6,3,20,14
646,31,17,3,25,20,4,17,3,21,9
647,33,20,18,25,22,4,15,7,13,12
648,34,21,2,8,11,1,6,1,14,9
649,36,21,3,21,26,6,13,8,25,9
650,30,21,7,20,18,3,5,5,27,10
651,27,16,0,28,21,4,9,11,15,11
652,31,25,19,12,20,8,11,2,15,10
653,30,14,9,20,20,3,3,4,18,14
654,33,23,1,15,20,4,11,7,22,11
655,31,21,2,20,24,8,16,8,22,10
656,35,26,2,26,18,6,8,3,22,11
657,32,18,0,21,18,4,13,2,23,7
658,28,16,5,7,23,2,11,2,17,8
659,35,17,4,29,21,9,13,14,13,6
660,31,17,3,27,19,1,15,4,19,13
661,28,19,0,34,23,3,14,7,15,12
662,29,18,3,19,23,35,8,1,16,7
663,30,21,10,25,18,5,8,4,26,10
664,29,23,2,6,16,1,7,5,17,9
665,21,19,9,26,17,1,4,14,27,9
666,34,17,7,24,20,1,3,25,24,14
667,24,23,2,20,23,8,25,10,12,12
668,38,21,12,12,21,2,16,1,21,11
669,21,20,1,22,20,1,13,5,16,9
670,29,21,0,14,20,6,5,4,19,6
671,27,17,2,19,20,1,13,12,18,7
672,23,18,6,17,20,10,6,7,16,7
673,35,14,4,11,21,1,14,1,20,9
674,31,22,8,8,24,1,12,44,12,11
675,37,19,5,27,22,6,10,4,15,11
676,33,20,0,24,21,11,8,3,26,6
677,31,18,9,11,20,7,7,0,21,14
678,26,20,2,22,27,1,19,10,24,9
679,36,19,2,15,28,24,5,5,26,9
680,29,23,11,28,15,1,2,7,25,8
681,27,32,11,18,19,6,7,7,15,8
682,35,23,3,20,14,1,7,16,18,8
683,34,14,2,7,18,10,9,10,14,9
684,20,14,0,32,20,2,10,16,27,7
685,37,24,13,23,21,10,9,7,13,10
686,38,28,6,27,21,8,9,12,12,8
687,30,22,0,18,20,8,24,9,20,9
688,35,17,1,24,18,4,11,8,18,7
689,32,25,0,34,26,3,3,8,19,12
690,27,7,2,21,23,2,16,14,11,11
691,44,21,0,23,18,12,4,6,22,13
692,30,25,11,28,19,2,9,10,19,15
693,38,24,0,24,19,4,10,15,24,11
694,27,22,1,21,28,1,20,11,19,13
695,32,22,15,20,19,18,17,7,14,12
696,28,17,2,34,17,1,9,6,19,11
697,28,14,6,7,21,1,12,3,17,9
698,27,22,7,8,19,4,11,6,22,12
699,31,11,2,6,15,2,7,28,26,12
700,28,14,0,20,18,2,12,12,12,11
701,17,29,3,26,17,3,13,4,27,12
702,33,17,2,34,25,5,8,6,19,14
703,27,21,1,7,18,3,4,4,25,11
704,31,26,1,33,23,14,4,23,21,8
705,30,15,0,8,18,14,13,1,16,9
706,28,19,2,29,25,3,13,10,20,9
707,27,13,8,32,23,2,4,17,18,7
708,25,21,2,29,18,5,9,3,18,10
709,39,16,0,29,27,1,8,22,21,15
710,27,23,2,34,20,1,10,2,18,12
711,29,36,0,11,29,1,11,14,22,6
712,25,17,0,23,22,8,7,10,23,14
713,32,24,9,33,25,3,1,6,12,11
714,32,18,0,32,21,1,9,21,27,14
715,24,25,22,33,22,3,19,3,17,9
716,28,27,5,16,23,10,7,2,17,9
717,34,22,8,21,20,3,13,11,24,7
718,34,13,0,19,15,1,17,14,17,8
719,24,16,0,11,13,11,6,16,19,7
720,39,22,1,7,19,2,6,6,15,10
721,27,23,5,9,25,1,6,3,22,10
722,40,18,0,25,20,6,8,17,15,11
723,40,22,0,12,16,23,6,2,20,12
724,29,13,0,13,19,4,12,30,19,10
725,28,23,3,21,20,2,12,3,19,9
726,28,18,1,14,21,3,5,6,17,9
727,30,20,2,13,23,10,16,3,19,10
728,34,24,7,18,18,4,6,7,24,12
729,23,21,9,12,22,9,7,13,21,9
730,31,22,16,8,17,10,10,18,18,8
731,25,25,6,19,22,1,8,0,15,12
732,29,13,6,23,19,3,24,15,17,7
733,24,20,7,24,19,8,12,17,22,9
734,30,20,0,25,17,14,12,0,12,13
735,34,21,1,13,21,3,11,48,20,13
736,27,25,0,24,18,6,17,2,11,8
737,36,15,1,9,22,6,11,6,17,7
738,29,20,0,23,18,1,6,4,13,14
739,36,16,17,33,22,9,12,8,25,10
740,27,18,5,24,19,1,7,7,15,11
741,30,20,5,21,18,17,1,9,17,14
742,30,18,2,15,22,2,14,4,25,10
743,28,15,0,15,20,4,10,16,25,12
744,39,15,1,28,22,8,6,12,14,11
745,29,20,7,29,23,4,7,2,16,11
746,26,20,8,10,22,1,4,4,12,9
747,33,22,0,21,22,6,8,14,26,6
748,28,20,1,28,21,5,15,28,28,7
749,34,27,2,34,20,11,9,4,19,13
750,31,18,9,9,31,5,10,5,16,7
751,33,20,9,25,19,1,6,9,26,12
752,30,14,4,31,26,6,21,8,17,7
753,32,18,1,11,23,2,17,192,24,11
754,35,36,9,33,23,10,7,35,18,10
755,40,16,7,34,20,4,10,9,18,10
756,32,20,6,12,23,1,4,21,16,9
757,23,25,4,13,24,12,4,21,17,11
758,25,12,0,27,22,3,8,6,13,10
759,29,13,5,20,23,9,8,2,19,12
760,28,24,21,11,19,12,13,25,18,11
761,29,17,3,17,22,5,11,3,15,8
762,31,19,3,7,19,12,17,21,17,12
763,31,17,13,5,24,1,9,1,11,14
764,30,20,13,20,20,8,6,4,19,12
765,31,17,13,33,24,1,4,14,14,11
766,28,32,4,8,17,8,11,7,19,10
767,40,21,10,9,17,1,10,7,19,10
768,36,16,2,22,20,4,10,5,12,9
769,32,18,1,32,21,1,8,5,13,10
770,41,25,2,10,19,1,6,17,24,10
771,40,22,4,7,16,10,10,6,16,11
772,20,19,4,18,20,3,13,20,24,5
773,21,26,2,21,21,4,10,1,22,12
774,37,17,7,13,22,7,5,7,16,12
775,33,26,1,21,23,6,11,17,16,8
776,27,14,6,14,18,13,11,14,20,13
777,22,25,0,11,22,10,9,3,18,11
778,29,28,1,25,24,2,19,13,16,7
779,36,23,4,15,16,1,17,4,16,7
780,29,19,5,26,18,2,6,1,24,12
781,22,20,2,30,18,3,15,1,22,12
782,24,16,5,29,20,1,7,9,19,12
783,30,20,8,16,16,12,13,5,24,12
784,27,20,13,22,27,2,13,23,21,13
785,30,21,0,9,23,1,10,4,26,11
786,30,20,0,31,20,2,13,8,17,8
787,25,18,2,15,19,2,9,2,15,11
788,25,22,0,20,25,1,12,15,16,11
789,25,10,14,9,20,14,10,11,18,12
790,24,21,0,9,26,3,6,3,25,9
791,27,19,13,20,18,4,13,8,29,11
792,35,22,1,9,19,4,14,13,20,11
793,24,17,3,25,18,3,7,8,24,13
794,36,15,5,14,20,9,8,8,20,9
795,22,17,1,15,17,2,4,5,20,11
796,39,21,2,15,17,1,8,7,21,13
797,29,13,7,11,16,2,2,1,17,12
798,29,16,1,9,26,11,18,3,15,9
799,29,19,0,8,20,5,6,0,13,10
800,27,16,3,27,22,1,13,12,15,7
801,30,29,1,23,19,12,17,7,24,11
802,40,23,1,28,21,4,14,3,14,7
803,20,32,0,12,24,1,9,4,15,8
804,27,26,3,30,24,8,4,6,28,11
805,33,20,6,17,21,7,9,5,15,9
806,29,14,4,24,27,8,14,13,18,10
807,26,26,7,32,21,1,18,0,18,10
808,28,24,0,18,23,3,6,0,26,8
809,25,21,8,23,22,1,20,16,17,9
810,29,27,6,9,17,1,22,11,16,11
811,32,29,1,6,14,9,17,8,20,8
812,32,13,18,19,24,1,9,11,14,11
813,25,17,2,25,19,1,10,10,23,12
814,30,20,18,17,21,2,3,0,13,8
815,37,21,17,31,21,14,10,24,22,10
816,37,22,0,11,27,5,12,1,25,11
817,32,27,11,17,23,5,4,1,17,11
818,26,17,8,29,20,11,14,30,21,9
819,40,12,4,26,19,8,10,2,15,9
820,30,24,4,18,20,2,8,18,20,9
821,23,26,9,15,24,1,5,11,13,8
822,28,24,8,7,22,4,15,17,14,10
823,30,22,3,27,19,11,6,29,16,10
824,33,22,3,15,18,2,14,6,18,11
825,26,19,8,11,19,2,12,0,21,9
826,43,30,9,24,18,3,13,15,16,11
827,33,9,2,20,25,4,17,3,23,9
828,22,21,2,19,12,3,5,4,16,10
829,27,17,11,31,13,4,10,2,14,11
830,34,24,1,10,17,6,8,4,20,7
831,22,22,3,22,19,1,7,7,20,10
832,21,21,8,31,19,4,12,3,16,12
833,32,17,2,23,17,2,11,1,16,10
834,28,20,3,27,20,12,14,6,12,9
835,32,20,3,34,18,4,13,30,11,10
836,24,27,2,19,21,2,12,12,21,8
837,33,23,0,7,23,2,5,19,23,8
838,32,22,0,18,18,3,7,12,14,9
839,36,25,0,20,19,3,12,7,13,11
840,33,24,8,31,23,2,8,2,20,10
841,28,23,0,14,25,1,9,2,16,11
842,33,20,0,20,21,2,9,36,17,12
843,35,22,8,34,21,13,5,3,26,7
844,29,25,1,14,18,1,8,40,21,12
845,30,18,0,33,23,1,14,10,19,9
846,19,25,3,30,22,5,10,3,17,11
847,24,29,2,9,23,1,12,25,21,9
848,37,17,0,21,16,1,4,0,22,10
849,26,19,8,10,22,1,10,9,20,11
850,36,10,2,18,24,1,12,0,20,8
851,24,26,1,32,21,6,9,2,19,6
852,32,19,5,34,19,4,20,12,19,9
853,31,20,7,31,21,5,17,40,19,10
854,28,20,6,29,19,11,11,10,18,11
855,31,23,8,21,27,17,8,9,20,13
856,26,19,1,18,25,2,7,3,26,11
857,31,21,6,11,20,4,11,2,11,11
858,28,19,0,6,19,1,13,8,13,11
859,27,24,1,32,19,15,4,4,22,10
860,29,26,0,16,21,9,5,7,16,9
861,33,17,11,24,28,18,7,16,15,7
862,26,32,22,10,15,7,8,10,24,11
863,31,15,1,7,20,15,3,2,14,10
864,27,18,6,13,24,23,3,3,17,11
865,37,36,1,19,19,10,13,13,20,9
866,30,22,10,34,14,5,6,65,21,13
867,41,24,10,5,16,3,17,5,18,10
868,38,23,0,21,17,6,11,13,25,10
869,24,21,13,23,17,9,18,18,25,11
870,33,23,1,6,17,2,8,21,26,11
871,35,19,2,6,19,7,15,4,23,13
872,34,20,2,11,16,4,9,51,18,11
873,22,18,0,24,19,2,9,8,29,11
874,31,23,1,24,15,4,6,6,13,10
875,31,22,4,20,19,10,13,14,15,9
876,33,20,6,7,19,2,8,15,17,12
877,30,21,12,12,17,3,10,5,23,13
878,25,16,15,30,17,3,13,5,22,11
879,34,16,16,20,20,2,13,34,20,15
880,25,20,0,8,22,2,17,58,17,8
881,28,30,1,22,21,7,12,4,19,10
882,32,21,6,11,19,4,9,3,21,9
883,25,22,3,33,20,3,19,7,14,13
884,38,20,7,9,22,3,11,47,24,11
885,23,23,8,33,28,2,6,8,22,10
886,26,20,1,13,24,7,3,12,17,8
887,22,19,7,5,19,7,7,9,19,10
888,35,13,3,11,24,9,15,2,21,13
889,20,18,1,6,14,4,10,12,18,7
890,33,17,5,14,22,2,17,3,17,11
891,25,17,4,10,23,5,12,1,24,10
892,22,9,3,21,19,1,12,24,15,9
893,27,26,0,24,13,1,13,4,18,7
894,40,16,2,17,18,3,17,5,13,11
895,32,16,1,30,29,2,13,7,15,10
896,30,16,3,28,19,7,8,5,18,6
897,28,20,0,21,18,3,7,36,20,9
898,32,22,6,8,20,7,5,3,26,9
899,28,20,0,11,17,8,10,16,16,10
900,30,21,2,26,21,1,10,53,14,12
901,29,23,2,9,19,1,9,16,24,11
902,28,18,0,26,20,1,11,2,23,10
903,27,25,0,33,20,3,9,12,17,6
904,38,12,2,28,18,1,11,5,19,13
905,34,29,2,24,22,11,7,4,20,8
906,31,18,4,21,23,1,6,21,16,11
907,29,22,3,32,18,4,12,53,21,12
908,25,12,2,29,18,5,10,7,20,9
909,33,20,0,9,19,4,8,64,19,7
910,32,20,1,25,21,2,2,2,15,14
911,30,34,2,12,22,1,10,22,16,10
912,35,24,2,17,25,2,7,7,20,10
913,26,28,6,13,22,3,16,12,24,9
914,29,21,8,6,17,9,17,3,17,10
915,30,16,0,22,17,6,11,9,18,9
916,33,25,3,6,19,1,4,11,20,11
917,32,23,0,25,20,4,7,5,19,10
918,33,13,2,23,18,2,6,20,21,8
919,38,25,8,23,20,7,14,1,23,11
920,29,13,1,6,23,5,13,21,22,10
921,22,24,3,28,25,2,13,4,20,10
922,30,18,5,9,21,1,9,68,22,11
923,29,19,0,5,20,6,4,4,21,12
924,30,24,1,32,16,1,12,17,23,10
925,29,15,6,10,22,6,12,3,23,10
926,28,29,2,21,18,12,6,3,26,9
927,36,22,2,18,20,2,4,16,16,8
928,20,15,14,11,20,22,15,14,21,11
929,25,27,3,20,20,3,4,13,22,8
930,26,21,0,33,15,14,9,4,18,13
931,29,25,2,18,20,7,11,10,11,7
932,39,25,10,8,18,8,8,30,19,11
933,30,19,0,12,17,3,12,9,17,11
934,28,22,1,23,21,8,4,14,21,11
935,32,19,1,10,19,6,17,20,25,13
936,25,16,5,15,20,5,12,47,17,14
937,27,16,7,29,20,3,6,5,22,9
938,38,18,3,34,21,1,10,18,13,10
939,36,21,1,23,22,11,15,9,15,7
940,27,26,6,27,17,1,5,5,12,7
941,30,18,3,5,24,1,12,4,22,10
942,31,22,4,22,16,10,9,1,20,10
943,30,22,6,26,20,7,16,32,22,10
944,29,14,12,23,27,1,8,10,21,9
945,29,22,2,32,20,1,2,2,16,10
946,23,18,2,8,21,4,4,11,23,7
947,30,14,10,30,15,6,23,0,20,12
948,33,17,3,17,21,9,11,14,29,8
949,32,27,5,14,20,11,8,6,17,11
950,30,20,1,15,20,4,13,28,17,8
951,29,23,11,21,13,2,16,20,26,10
952,26,32,1,30,21,4,5,11,16,10
953,37,20,3,27,20,9,9,6,23,12
954,31,19,6,10,19,5,7,5,24,7
955,30,22,2,24,20,21,8,20,23,6
956,29,16,3,5,21,10,6,15,14,14
957,24,16,2,19,17,2,6,3,13,8
958,30,27,3,19,22,2,9,4,22,12
959,31,17,4,28,21,4,10,5,18,6
960,25,23,9,23,19,4,6,23,22,11
961,33,20,6,33,18,3,13,5,25,10
962,28,18,0,7,18,4,12,15,15,13
963,30,20,8,23,19,11,8,0,15,15
964,26,10,1,8,24,4,12,4,16,12
965,18,16,4,8,16,1,3,9,21,12
966,30,22,3,25,17,5,3,10,25,10
967,31,19,1,25,23,3,5,4,25,10
968,17,14,9,23,27,13,12,5,17,7
969,40,15,0,5,18,6,6,1,17,8
970,25,19,1,9,14,2,9,4,16,10
971,30,22,3,7,16,2,14,2,26,14
972,27,23,2,22,17,8,7,5,21,10
973,35,14,6,14,22,8,7,22,19,10
974,26,26,9,13,20,10,11,14,20,7
975,31,22,0,25,17,2,7,8,23,9
976,25,24,0,20,17,5,9,15,24,8
977,29,22,4,13,23,6,3,33,16,9
978,31,17,1,10,19,1,8,3,20,7
979,32,15,10,26,23,5,2,18,13,9
980,34,19,17,21,18,1,5,6,16,12
981,24,18,2,22,23,25,2,24,17,14
982,33,15,7,15,22,2,9,5,25,10
983,32,15,5,10,17,1,6,5,24,11
984,28,16,10,20,21,3,10,14,20,13
985,35,12,4,5,21,12,6,1,21,15
986,31,22,11,20,19,2,5,3,16,10
987,30,26,0,34,23,7,17,29,23,9
988,29,25,6,28,20,2,4,19,17,7
989,21,24,1,8,21,7,11,1,25,12
990,21,13,0,29,13,18,10,0,22,6
991,29,20,13,25,20,4,12,30,20,11
992,31,21,5,23,21,6,8,17,21,13
993,35,23,3,23,18,1,9,2,14,9
994,25,21,5,26,18,6,2,29,14,9
995,29,29,3,9,21,2,9,0,22,9
996,30,16,13,17,16,2,3,11,18,12
997,31,26,15,30,18,1,19,14,18,9
998,36,26,1,34,18,9,14,6,22,10
999,31,26,0,29,18,4,5,26,21,10
1000,26,19,0,32,20,7,9,20,13,9
1001,23,25,6,30,22,1,5,3,18,14
1002,26,23,3,8,15,11,14,14,19,13
1003,26,20,1,6,25,10,14,5,21,8
1004,36,14,2,26,27,4,13,6,20,10
1005,28,16,12,17,22,4,15,14,21,9
1006,37,24,2,18,26,2,3,44,22,10
1007,37,18,5,18,21,2,13,1,27,10
1008,29,18,0,26,19,1,15,16,24,9
1009,29,20,0,12,20,5,16,15,18,9
1010,23,32,1,7,18,1,16,5,12,11
1011,28,24,1,5,21,1,6,6,17,10
1012,28,25,8,23,19,6,8,2,27,9
1013,28,14,4,30,21,6,11,2,21,8
1014,27,19,5,24,21,2,5,32,17,13
1015,28,15,12,18,17,1,9,13,28,6
1016,28,16,2,11,18,4,19,2,20,8
1017,25,21,2,14,22,5,8,14,20,8
1018,37,26,3,22,26,2,10,8,22,11
1019,36,27,5,21,20,4,5,3,22,7
1020,26,22,0,23,22,7,13,6,18,7
1021,35,21,5,11,17,16,12,10,19,9
1022,35,20,2,21,15,2,12,7,19,11
1023,35,18,14,30,18,1,9,7,22,9
1024,31,24,0,30,14,5,6,59,25,10
1025,28,22,2,29,23,1,8,5,18,10
1026,23,21,13,6,22,6,19,11,24,9
1027,41,18,1,31,18,4,7,2,17,11
1028,34,20,2,5,22,5,6,32,14,7
1029,28,20,6,23,25,8,9,8,17,10
1030,28,23,13,10,19,5,7,5,21,7
1031,30,22,8,26,22,1,6,3,16,11
1032,29,18,30,19,22,4,8,11,23,9
1033,37,24,0,19,21,4,15,57,18,8
1034,26,22,6,25,23,10,8,23,13,12
1035,25,20,5,10,17,1,12,20,17,13
1036,28,33,2,5,23,3,16,3,24,10
1037,40,13,0,25,20,1,7,33,18,10
1038,28,22,11,30,21,2,20,3,27,6
1039,29,27,2,27,20,10,13,28,18,12
1040,26,16,3,29,20,11,15,0,14,11
1041,32,16,3,7,19,3,10,17,23,10
1042,28,19,1,13,16,3,16,8,21,9
1043,36,22,7,28,17,3,8,2,19,11
1044,26,23,7,26,20,4,14,7,14,10
1045,25,19,2,13,10,6,17,4,17,9
1046,31,17,2,14,14,3,9,38,23,8
1047,32,20,0,11,17,4,14,1,22,8
1048,34,18,4,6,20,2,6,4,17,11
1049,32,21,7,9,18,2,11,6,15,10
1050,24,23,4,8,21,10,9,7,25,11
1051,28,15,5,16,20,8,2,4,24,3
1052,26,20,0,14,19,2,11,2,18,11
1053,25,25,7,18,22,7,13,8,19,9
1054,37,26,1,20,21,3,7,17,13,10
1055,29,20,1,25,24,1,12,4,24,9
1056,24,24,6,19,24,8,15,6,13,9
1057,28,27,6,18,19,2,11,4,19,11
1058,34,16,0,34,20,12,14,2,17,10
1059,30,19,1,15,18,1,6,4,19,13
1060,33,17,0,29,20,2,5,3,15,8
1061,26,20,5,8,23,4,12,8,23,15
1062,31,20,7,17,17,3,9,7,20,15
1063,26,28,2,28,15,2,16,15,28,13
1064,24,14,1,28,24,8,12,8,22,9
1065,31,14,4,15,14,2,4,27,20,10
1066,19,18,4,9,27,2,4,21,15,13
1067,31,20,5,20,17,2,15,2,23,9
1068,32,29,2,25,18,1,11,8,26,8
1069,44,26,2,21,14,1,8,9,16,11
1070,29,16,22,26,24,4,12,5,23,10
1071,32,25,6,23,14,3,18,18,22,4
1072,30,17,6,23,14,8,11,1,11,10
1073,32,16,1,27,23,4,8,2,28,14
1074,30,15,1,27,24,5,9,4,21,10
1075,29,20,3,13,19,12,8,17,21,11
1076,35,21,1,25,20,6,6,3,20,11
1077,26,25,5,6,22,5,7,15,22,12
1078,29,26,10,10,23,8,15,13,19,10
1079,26,17,3,25,18,2,4,70,21,10
1080,27,17,5,19,25,2,19,25,27,11
1081,33,12,1,18,23,9,9,4,19,8
1082,25,29,1,6,18,9,11,9,18,9
1083,36,18,2,10,21,7,9,17,16,11
1084,34,17,4,12,15,2,10,29,11,8
1085,29,16,5,7,20,1,17,14,16,8
1086,34,20,5,17,20,3,16,47,13,11
1087,28,21,1,12,22,1,14,20,15,8
1088,35,15,3,27,26,2,4,3,13,12
1089,29,28,1,25,22,1,6,14,14,7
1090,26,15,6,20,23,2,7,2,21,10
1091,28,22,0,16,24,1,11,8,20,10
1092,20,20,5,13,16,6,1,13,15,7
1093,25,16,0,22,13,2,8,3,17,11
1094,15,14,2,30,18,3,8,12,24,9
1095,31,17,7,32,26,8,4,10,22,12
1096,33,15,0,34,19,1,8,2,17,9
1097,31,23,1,31,23,22,14,12,20,10
1098,31,18,6,12,21,15,6,46,23,10
1099,37,12,2,34,20,3,9,13,18,9
1100,30,25,0,14,16,4,11,7,18,8
1101,26,20,5,17,20,5,16,5,23,12
1102,26,21,1,18,17,4,6,6,23,13
1103,35,18,2,17,19,5,10,10,14,11
1104,26,23,4,26,21,1,9,8,18,6
1105,41,35,8,7,20,8,12,7,22,11
1106,36,29,4,13,24,4,8,11,20,10
1107,27,16,4,16,21,1,14,20,23,12
1108,27,17,2,22,23,4,4,4,15,7
1109,33,19,11,6,16,4,10,1,19,13
1110,38,25,0,7,17,4,5,1,19,9
1111,35,21,0,34,25,5,12,18,19,9
1112,30,21,7,23,23,3,11,3,16,8
1113,28,15,14,16,20,1,6,5,18,13
1114,23,16,3,11,18,11,6,1,18,11
1115,31,22,2,26,18,3,10,11,23,10
1116,27,23,0,18,20,3,9,1,19,12
1117,22,22,11,10,23,1,13,3,19,6
1118,32,19,1,34,17,3,8,2,17,13
1119,30,22,4,9,23,2,4,5,26,7
1120,21,27,2,23,23,5,12,4,23,9
1121,29,18,3,13,23,2,11,2,21,7
1122,34,13,16,25,19,2,5,5,19,13
1123,30,22,8,8,23,5,7,20,25,15
1124,31,30,2,30,22,5,11,9,19,8
1125,26,22,1,18,19,2,4,6,17,11
1126,25,19,4,21,22,6,10,6,26,8
1127,28,24,9,16,25,19,14,28,18,12
1128,30,18,20,13,17,4,10,21,24,9
1129,29,17,3,33,19,3,17,6,24,13
1130,26,13,3,22,15,6,15,6,25,10
1131,29,23,1,33,19,2,9,12,14,10
1132,28,15,2,29,24,3,7,19,26,7
1133,36,21,0,26,13,4,6,23,25,7
1134,21,32,0,27,25,1,11,1,22,8
1135,34,12,2,30,23,3,7,1,19,10
1136,29,18,4,32,23,2,7,11,24,10
1137,29,24,6,28,23,4,3,34,20,10
1138,27,17,11,18,21,5,12,1,17,13
1139,29,15,1,23,15,3,12,32,17,9
1140,25,19,1,21,16,17,3,3,29,9
1141,30,19,4,29,20,1,9,11,22,13
1142,28,15,2,29,20,3,9,16,21,9
1143,34,27,8,10,21,1,12,5,16,12
1144,33,28,4,10,15,7,6,15,14,9
1145,30,16,1,7,15,2,7,5,18,7
1146,26,12,0,12,21,3,12,12,17,12
1147,28,20,0,8,18,1,13,6,20,8
1148,21,15,5,6,19,2,11,13,22,10
1149,29,24,1,9,21,2,12,11,12,8
1150,24,17,0,17,24,4,3,8,15,9
1151,26,19,4,13,18,6,7,3,27,10
1152,22,17,2,20,18,1,3,13,17,10
1153,24,27,5,22,19,1,2,11,16,10
1154,31,22,3,24,22,3,16,5,16,14
1155,34,11,0,29,17,1,13,7,20,8
1156,36,27,1,19,21,2,7,15,23,11
1157,30,14,13,8,16,2,3,4,23,9
1158,28,21,15,5,23,14,12,5,15,8
1159,44,14,0,24,25,1,7,5,18,10
1160,28,9,0,32,22,14,5,15,15,13
1161,38,24,18,27,20,1,14,6,19,13
1162,37,24,10,7,21,10,11,16,19,9
1163,26,22,3,9,21,17,13,4,19,8
1164,25,22,0,6,19,12,5,0,21,5
1165,32,16,21,31,25,2,5,20,21,13
1166,21,22,6,24,20,9,14,11,18,8
1167,20,18,0,9,19,10,9,3,23,7
1168,40,22,5,22,21,14,12,2,18,11
1169,29,22,0,25,21,12,7,10,18,7
1170,23,29,0,5,17,6,14,7,20,11
1171,33,22,3,31,17,1,9,20,19,8
1172,33,13,0,13,21,16,17,6,20,7
1173,34,15,15,23,18,6,7,0,23,7
1174,39,22,4,7,23,4,13,5,23,11
1175,32,19,4,28,16,3,17,4,16,12
1176,22,21,2,23,18,8,7,2,17,9
1177,24,26,9,28,20,7,14,7,17,10
1178,32,23,2,34,21,2,13,17,18,12
1179,29,27,5,24,23,11,14,3,21,8
1180,26,15,11,32,23,5,18,3,14,12
1181,36,16,2,28,22,8,2,8,19,10
1182,19,17,8,21,21,21,8,2,20,11
1183,32,25,2,24,22,2,16,3,18,12
1184,35,18,2,10,16,7,9,10,24,12
1185,31,23,8,6,20,3,7,18,20,8
1186,31,21,15,20,22,1,8,22,19,9
1187,29,17,2,16,24,7,8,8,29,12
1188,26,16,1,10,24,7,7,5,17,11
1189,20,21,0,17,24,7,13,2,23,13
1190,28,13,0,20,19,3,4,8,20,8
1191,33,24,24,15,20,8,4,32,17,10
1192,37,17,5,15,22,4,4,4,21,10
1193,41,26,4,26,15,2,14,3,25,7
1194,22,19,1,8,27,4,11,9,19,7
1195,26,14,1,24,20,2,23,8,20,8
1196,34,18,2,25,18,6,6,12,21,10
1197,30,19,0,32,20,3,18,5,18,11
1198,30,19,1,15,22,5,19,105,25,8
1199,30,21,5,29,27,1,11,16,18,10
1200,29,13,3,17,20,3,8,4,28,10
1201,33,26,0,28,15,11,11,1,15,9
1202,26,17,0,24,20,1,4,1,19,10
1203,27,21,1,22,24,1,4,10,23,8
1204,24,13,0,12,17,3,12,10,24,11
1205,27,28,8,28,18,10,10,5,20,9
1206,33,21,2,19,19,1,8,27,18,7
1207,34,18,4,5,22,5,12,11,22,9
1208,21,21,1,30,22,1,7,31,24,11
1209,30,21,1,23,13,5,7,39,15,10
1210,33,26,11,31,15,2,12,3,21,12
1211,42,23,0,9,21,1,4,17,12,8
1212,29,20,3,27,20,5,15,6,26,9
1213,40,25,0,10,18,7,9,7,21,12
1214,31,22,10,19,18,1,14,16,21,9
1215,34,24,4,6,19,4,8,33,12,13
1216,20,21,3,30,21,2,12,21,15,12
1217,24,9,2,30,23,4,15,3,12,12
1218,25,17,1,32,18,12,20,4,12,11
1219,31,23,18,29,23,10,16,3,20,9
1220,31,27,9,10,18,14,8,45,17,11
1221,29,18,2,33,18,8,4,9,24,9
1222,27,14,1,19,19,1,12,10,20,10
1223,26,29,2,12,21,6,6,14,15,8
1224,37,21,3,13,22,1,10,11,20,7
1225,29,22,0,23,24,5,10,9,19,8
1226,21,22,5,8,16,3,16,9,18,9
1227,26,18,15,32,20,1,1,26,19,7
1228,22,17,2,14,19,4,10,62,24,9
1229,31,15,7,21,24,1,5,8,21,6
1230,25,20,1,5,20,2,5,1,21,9
1231,32,19,3,13,15,1,14,10,22,10
1232,28,27,3,31,17,4,11,8,13,12
1233,26,18,1,14,17,1,12,6,27,9
1234,21,17,8,32,21,17,8,6,22,11
1235,27,20,10,31,21,1,8,1,26,13
1236,22,28,0,34,12,8,3,13,25,10
1237,22,13,1,26,21,1,6,27,24,11
1238,33,15,18,15,21,5,7,4,19,10
1239,39,16,4,22,18,8,8,10,20,13
1240,27,15,12,13,22,3,4,3,18,10
1241,24,21,4,7,18,7,9,23,23,10
1242,25,16,4,34,22,6,7,1,20,14
1243,28,30,7,22,19,6,11,3,18,12
1244,22,20,1,21,17,2,16,7,20,14
1245,30,15,2,5,22,3,4,15,19,7
1246,21,17,7,25,24,1,13,20,15,10
1247,32,24,14,7,21,5,5,0,20,11
1248,28,22,3,12,19,6,5,7,19,11
1249,25,26,7,13,18,4,4,19,25,9
1250,38,21,13,13,19,1,8,11,19,11
1251,32,20,3,29,19,15,9,4,24,9
1252,29,20,6,22,23,4,13,10,26,12
